MASCARA,ANO,ORDEMORGACAD,NOMEORGACAD,CATEGADM,COD_DEP,CATADM,CATADMPARTSE,CATADMCOMUN,CATADMCONFESS,CATADMFILANT,CODMUNIC,MUNICIPIO,EH_CAPITAL,COD_UF,NOMEUF,SIGLA,REGIAO,NUMERODEIES,I0311,I0312,I0313,I0314,I0321,I0322,I0323,I0324,I0331,I0332,I0333,I0334,I0341,I0342,I0343,I0344,I0351,I0352,I0353,I0354,I0361,I0362,I0363,I0364,I0371,I0372,I0373,I0374,I0411,I0412,I0413,I0414,I0421,I0422,I0423,I0424,I0431,I0432,I0433,I0434,I0441,I0442,I0443,I0444,I0451,I0452,I0453,I0454,I0461,I0462,I0463,I0464,I0471,I0472,I0473,I0474,I0511,I0512,I0513,I0611,I07101,I07102,I07103,I07104,I07105,I07106,I07107,I07108,I07201,I07202,I07203,I07204,I07205,I07206,I07207,I07208,I07301,I07302,I07303,I07304,I07305,I07306,I07307,I07308,I07401,I07402,I07403,I07404,I07405,I07406,I07407,I07408,I07501,I07502,I07503,I07504,I07505,I07506,I07507,I07508,I0811,I0812,I0822,I0823,I0832,I0833,I0841,I0842,I0843,I0852,I0853,I0911,I0912,I0921,I0922,I0931,I0932,I0941,I0942,I0951,I0952,I1111,I1112,I1113,I1114,I1115,I1116,I1121,I1122,I1123,I1124,I1125,I1126,I1131,I1132,I1133,I1134,I1135,I1136,I1141,I1142,I1143,I1144,I1145,I1146,I1151,I1152,I1153,I1154,I1155,I1156,I1162,I1163,I1165,I1166,I1172,I1173,I1175,I1176,I1211,I1221,I1231,I1241,I1251,I1261,I1271,I1281,I13011,I13021,I13031,I13041,I13051,I13061,I13071,I13081,I13091,I13101,I13111,I13121,I13131,I0111,I0112,I14011,I14012,I14013,I14014,I14015,I14016,I14017,I14021,I14022,I14023,I14024,I14025,I14026,I14027,I14031,I14032,I14033,I14034,I14035,I14036,I14037,I14041,I14042,I14043,I14044,I14045,I14046,I14047,I14051,I14052,I14053,I14054,I14055,I14056,I14057,I14061,I14062,I14063,I14064,I14065,I14066,I14067,I14071,I14072,I14073,I14074,I14075,I14076,I14077,I14081,I14082,I14083,I14084,I14085,I14086,I14087,I14091,I14092,I14093,I14094,I14095,I14096,I14097,I14101,I14102,I14103,I14104,I14105,I14106,I14107,I14111,I14112,I14113,I14114,I14115,I14116,I14117,I14121,I14122,I14123,I14124,I14125,I14126,I14127,I14131,I14132,I14133,I14134,I14135,I14136,I14137,I14141,I14142,I14143,I14144,I14145,I14146,I14147,I14151,I14152,I14153,I14154,I14155,I14156,I14157,I14161,I14162,I14163,I14164,I14165,I14166,I14167,I0211,I0212,I0213,I0214,I1511,I1521,I1531,I1541,I1551,I1561,I1571,I1581,I1611,I1612,I1613,I1621,I1622,I1623,I1631,I1632,I1633,I1711,I1712,I1713,I1811,I1812,I1813
550,2000,3,Faculdades Integradas,PRIVADA,4,COMUN/CONFES/FILANT,N,N,N,S,351506147809,SANTO ANDRE,N,35,São Paulo,SP,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,5.0,4.0,1.0,0.0,0.0,3.0,6.0,12.0,7.0,2.0,3.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1242090.0,10633.0,0.0,0.0,0.0,0.0,0.0,114012.0,508099.0,0.0,55339.0,0.0,359005.0,21679.0,0.0,60254.0,30060.0,15476.0,0.0,0.0,316823.0,1.0,1.0,2943.0,882.0,30.0,4.0,68.0,21.0,0.0,1650.0,495.0,28.0,1.0,4.0,4.0,1.0,580.0,174.0,25.0,0.0,3.0,5.0,0.0,834.0,250.0,23.0,2.0,8.0,3.0,0.0,320.0,96.0,20.0,0.0,0.0,0.0,0.0,2872.0,861.0,14.0,0.0,1.0,1.0,0.0,9243.0,2772.0,68.0,4.0,6.0,6.0,3.0,11381.0,3414.0,45.0,4.0,33.0,33.0,0.0,3115.0,934.0,25.0,4.0,86.0,24.0,0.0,1936.0,580.0,26.0,1.0,8.0,6.0,1.0,610.0,183.0,20.0,0.0,3.0,7.0,0.0,1200.0,360.0,17.0,2.0,10.0,3.0,0.0,872.0,261.0,17.0,0.0,3.0,0.0,0.0,2930.0,879.0,14.0,0.0,10.0,9.0,3.0,9730.0,2919.0,68.0,4.0,63.0,9.0,3.0,11510.0,3453.0,40.0,4.0,42.0,47.0,0.0,10950.0,2555.0,1095.0,0.0,S,S,N,N,S,S,N,N,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,22.0,8.0,30.0,,,
175,2000,4,Faculdade,FEDERAL,1,FEDERAL,N,N,N,N,330601804557,RIO DE JANEIRO,S,33,Rio de Janeiro,RJ,Sudeste,1,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,8.0,10.0,0.0,0.0,8.0,6.0,0.0,0.0,14.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,2429057.0,,130324.0,,,,,474435.0,,,,,,0.0,1.0,4450.0,5489.0,28.0,,,,,23.0,34.0,4.0,,,,,274.0,319.0,6.0,,,,,18.0,20.0,11.0,,,,,16.0,17.0,1.0,,,,,2107.0,2563.0,131.0,,,,,320.0,398.0,35.0,,,,,102.0,122.0,0.0,,,,,4515.0,5563.0,32.0,,,,,23.0,34.0,4.0,,,,,274.0,319.0,6.0,,,,,18.0,20.0,12.0,,,,,16.0,17.0,1.0,,,,,2168.0,2636.0,145.0,,,,,362.0,443.0,42.0,,,,,102.0,122.0,0.0,,,,,6485.0,1235.0,52.0,9.0,S,N,N,S,S,N,N,N,1.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,61.0,64.0,124.0,2930.0,2930.0,234.0
372,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,351506150308,SAO PAULO,S,35,São Paulo,SP,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,6.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4257008.0,0.0,0.0,0.0,0.0,0.0,0.0,106424.0,2052920.0,0.0,164439.0,0.0,59902.0,17936.0,0.0,1747147.0,19800.0,112960.0,59614.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,1367.0,10.0,0.0,0.0,0.0,0.0,517.0,2069.0,12.0,0.0,0.0,0.0,0.0,31.0,124.0,0.0,0.0,0.0,0.0,0.0,264.0,36.0,15.0,0.0,S,S,N,N,S,N,N,N,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,26.0,12.0,38.0,,,
528,2000,1,Universidade,PRIVADA,4,COMUN/CONFES/FILANT,N,S,N,N,290502127408,SALVADOR,S,29,Bahia,BA,Nordeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,134.0,0.0,0.0,24.0,117.0,0.0,0.0,171.0,115.0,0.0,0.0,65.0,18.0,0.0,0.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,33.0,87.0,26.0,48.0,0.0,0.0,46.0,65.0,77.0,80.0,33.0,49.0,0.0,0.0,21.0,28.0,30.0,41.0,20.0,20.0,0.0,0.0,5.0,10.0,7.0,9.0,3.0,3.0,,,,,,,,,,,,778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,55418377.0,19224450.0,,,,,,4269866.0,68690640.0,0.0,3042177.0,0.0,0.0,0.0,0.0,16396175.0,,,,0.0,0.0,1.0,5.0,2461.0,15144.0,112.0,8.0,68.0,406.0,14.0,828.0,3053.0,83.0,5.0,112.0,4.0,3.0,2328.0,5829.0,132.0,3.0,78.0,12.0,3.0,3779.0,8003.0,173.0,15.0,66.0,9.0,1.0,37.0,89.0,3.0,0.0,0.0,0.0,0.0,4735.0,12520.0,112.0,3.0,11.0,4.0,4.0,39995.0,62611.0,938.0,13.0,263.0,38.0,12.0,7159.0,16117.0,319.0,7.0,80.0,5.0,3.0,64.0,1530.0,6.0,3.0,10.0,36.0,1.0,25.0,380.0,8.0,3.0,8.0,3.0,0.0,92.0,826.0,15.0,4.0,6.0,12.0,0.0,46.0,907.0,5.0,12.0,1.0,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,66.0,651.0,12.0,2.0,3.0,3.0,1.0,198.0,4235.0,178.0,5.0,11.0,18.0,2.0,55.0,975.0,18.0,1.0,3.0,8.0,0.0,327920.0,25100.0,23500.0,0.0,S,S,S,S,S,S,S,S,3.0,2.0,0.0,19.0,25.0,0.0,0.0,48.0,0.0,176.0,204.0,200.0,,,
211,2000,1,Universidade,ESTADUAL,2,ESTADUAL,N,N,N,N,330200301009,CAMPOS DOS GOYTACAZES,N,33,Rio de Janeiro,RJ,Sudeste,1,0.0,0.0,14.0,40.0,0.0,0.0,6.0,14.0,0.0,0.0,48.0,73.0,0.0,0.0,59.0,56.0,0.0,0.0,5.0,6.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,148.0,0.0,0.0,0.0,0.0,11.0,20.0,0.0,154.0,0.0,0.0,0.0,31.0,0.0,0.0,52.0,0.0,11.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,26251943.0,,473167.0,144336.0,9466196.0,,310294.0,,6252143.0,,,4635286.0,3144.0,254932.0,267436.0,2285810.0,3394205.0,0.0,4.0,302.0,366.0,22.0,16.0,5.0,0.0,0.0,1000.0,1253.0,36.0,154.0,68.0,7.0,0.0,232.0,372.0,3.0,4.0,2.0,1.0,0.0,552.0,629.0,33.0,82.0,53.0,4.0,0.0,3418.0,3801.0,408.0,355.0,78.0,1.0,0.0,2693.0,2699.0,128.0,106.0,53.0,3.0,0.0,2700.0,2604.0,129.0,106.0,50.0,1.0,0.0,2602.0,2603.0,128.0,106.0,50.0,2.0,0.0,397.0,544.0,11.0,14.0,5.0,0.0,0.0,819.0,1054.0,37.0,154.0,68.0,7.0,0.0,195.0,281.0,1.0,2.0,1.0,1.0,0.0,600.0,683.0,39.0,74.0,146.0,4.0,0.0,656.0,682.0,83.0,123.0,37.0,1.0,0.0,2921.0,2981.0,166.0,116.0,218.0,11.0,0.0,2707.0,2807.0,166.0,116.0,218.0,9.0,0.0,2703.0,2805.0,167.0,118.0,219.0,11.0,0.0,9644.0,1416.0,12.0,0.0,S,S,S,S,S,N,S,N,4.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,310.0,55.0,290.0,,,
236,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,410602304808,CASCAVEL,N,41,Paraná,PR,Sul,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,8.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484345.0,42361.0,0.0,0.0,0.0,0.0,0.0,0.0,368866.0,0.0,2107.0,876.0,0.0,51989.0,7089.0,17542.0,1635.0,87283.0,9552.0,1427.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0,592.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,143.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,1012.0,7.0,0.0,48.0,0.0,0.0,1236.0,1790.0,39.0,0.0,0.0,0.0,0.0,506.0,998.0,6.0,0.0,0.0,0.0,0.0,2160.0,120.0,20.0,40.0,S,S,S,N,S,,S,S,,1.0,0.0,,,,4.0,,0.0,1.0,3.0,1.0,,,
102,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,350703219071,HORTOLANDIA,N,35,São Paulo,SP,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,17.0,,,,1.0,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106138.0,16800.0,0.0,0.0,0.0,0.0,0.0,0.0,52870.0,0.0,30996.0,0.0,5938.0,27090.0,1300.0,43348.0,24876.0,0.0,24265.0,1300.0,0.0,1.0,0.0,107.0,223.0,3.0,0.0,0.0,0.0,0.0,27.0,44.0,0.0,0.0,0.0,0.0,0.0,441.0,884.0,26.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,51.0,1.0,0.0,0.0,0.0,0.0,2480.0,4972.0,37.0,2.0,171.0,27.0,0.0,342.0,593.0,11.0,0.0,0.0,0.0,0.0,318.0,477.0,3.0,0.0,0.0,0.0,0.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,223.0,0.0,0.0,58.0,4.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,2232.0,245.0,67.0,7.0,S,S,S,S,S,S,S,N,1.0,,,2.0,,,,,1.0,80.0,13.0,3.0,,,
987,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,290502127408,SALVADOR,S,29,Bahia,BA,Nordeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,8.0,,,27.0,20.0,,,12.0,4.0,,,0.0,1.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,34.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3731379.0,306495.0,,,,,,129753.0,2163706.0,,42149.0,,261306.0,210023.0,,956588.0,86079.0,304401.0,133703.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,N,S,S,N,N,1.0,,,3.0,,,12.0,,,175.0,60.0,235.0,,,
903,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,130300702603,MANAUS,S,13,Amazonas,AM,Norte,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,5.0,,,,13.0,9.0,,,7.0,2.0,,,,1.0,,,4.0,3.0,,,2.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,4.0,5.0,5.0,2.0,3.0,,2.0,2.0,3.0,8.0,10.0,7.0,4.0,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,59.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.0,737.0,3.0,,,,,261.0,476.0,1.0,4.0,,,,,,,,,,,,,,,,,,152.0,416.0,12.0,2.0,,,,2621.0,5850.0,,,,,,1342.0,1864.0,6.0,,13.0,,,1614.0,2274.0,19.0,,23.0,23.0,,7852.0,208.0,42.0,48.0,N,S,S,S,S,S,S,S,2.0,,,2.0,,,2.0,,,51.0,16.0,9.0,,,
948,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,420501616602,SAO JOSE,N,42,Santa Catarina,SC,Sul,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,1.0,0.0,,,2.0,1.0,,,0.0,2.0,,,1.0,2.0,,,0.0,2.0,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,1.0,,,,,,,0.0,2.0,,,,,,,1.0,1.0,,,,,,,0.0,2.0,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
347,2000,4,Faculdade,FEDERAL,1,FEDERAL,N,N,N,N,351305049904,SAO JOSE DOS CAMPOS,N,35,São Paulo,SP,Sudeste,1,8.0,15.0,,,,,,,36.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,0.0,,,,,,,1.0,0.0,,,,,,,1.0,3.0,,,,,,,5.0,17.0,,,,,,,10.0,73.0,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,35450.0,,3475644.0,3521648.0,,,,,,,,,,,,4059277.0,334701.0,1617354.0,1021410.0,,,1.0,,10959.0,13988.0,,,,,,191.0,62.0,,,,,,178830.0,10350.0,289.0,1807.0,248.0,578.0,24.0,109.0,68.0,,,,,,31.0,11.0,,,,1.0,,3303.0,2181.0,,,,7.0,,2115.0,613.0,,,,,,1763.0,586.0,,,,,,500.0,10.0,,,,,,,,,,,,,755.0,15.0,45.0,1055.0,15.0,1200.0,18.0,,,,,,,,,,,,1.0,,1.0,150.0,5.0,,,,,,20.0,,,,,,,30.0,,,,,,,6111.0,2077.0,2431.0,674.0,S,S,S,S,S,S,S,S,8.0,,,3.0,,,3.0,4.0,,1500.0,100.0,1560.0,192350.0,40407.0,14621.0
140,2000,4,Faculdade,PRIVADA,4,COMUN/CONFES/FILANT,N,S,N,N,310501943104,MONTE CARMELO,N,31,Minas Gerais,MG,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,5.0,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
622,2000,1,Universidade,PRIVADA,4,COMUN/CONFES/FILANT,N,S,S,S,520301008707,GOIANIA,S,52,Goias,GO,Centro-Oeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,110.0,,,7.0,40.0,,,103.0,108.0,,,115.0,55.0,,,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,32.0,73.0,30.0,20.0,118.0,94.0,77.0,91.0,174.0,174.0,29.0,26.0,64.0,27.0,41.0,47.0,123.0,135.0,18.0,17.0,30.0,19.0,11.0,21.0,32.0,47.0,3.0,10.0,2.0,4.0,1.0,5.0,,,,,,,,,,,,948.0,,643.0,,,,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,56.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,75299406.0,2500.0,0.0,0.0,0.0,0.0,0.0,2737924.0,52935498.0,0.0,27928.0,2671990.0,0.0,463771.0,0.0,15003739.0,232412.0,2099203.0,4343624.0,0.0,261665.0,1.0,0.0,2595.0,5190.0,21.0,8.0,40.0,0.0,0.0,755.0,1500.0,65.0,20.0,40.0,0.0,0.0,950.0,1900.0,72.0,5.0,40.0,0.0,0.0,1475.0,2950.0,175.0,27.0,40.0,0.0,0.0,735.0,1470.0,180.0,97.0,40.0,0.0,0.0,12092.0,24185.0,450.0,36.0,40.0,0.0,0.0,20809.0,41618.0,601.0,9.0,43.0,0.0,0.0,10406.0,20813.0,103.0,90.0,40.0,0.0,0.0,3460.0,5190.0,31.0,8.0,52.0,0.0,0.0,1033.0,1550.0,72.0,20.0,52.0,0.0,0.0,1327.0,1990.0,80.0,5.0,52.0,0.0,0.0,2633.0,3950.0,190.0,27.0,52.0,0.0,0.0,980.0,1470.0,201.0,97.0,52.0,0.0,0.0,17457.0,26185.0,502.0,36.0,52.0,0.0,0.0,28745.0,43118.0,601.0,9.0,56.0,0.0,0.0,14733.0,22100.0,103.0,90.0,52.0,0.0,0.0,92694.0,25817.0,0.0,,S,S,S,S,S,S,S,S,4.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,400.0,511.0,871.0,,,
