NU_ANO_CENSO,NO_REGIAO_IES,CO_REGIAO_IES,NO_UF_IES,SG_UF_IES,CO_UF_IES,NO_MUNICIPIO_IES,CO_MUNICIPIO_IES,IN_CAPITAL_IES,NO_MESORREGIAO_IES,CO_MESORREGIAO_IES,NO_MICRORREGIAO_IES,CO_MICRORREGIAO_IES,TP_ORGANIZACAO_ACADEMICA,TP_REDE,TP_CATEGORIA_ADMINISTRATIVA,IN_COMUNITARIA,IN_CONFESSIONAL,NO_MANTENEDORA,CO_MANTENEDORA,CO_IES,NO_IES,SG_IES,DS_ENDERECO_IES,DS_NUMERO_ENDERECO_IES,DS_COMPLEMENTO_ENDERECO_IES,NO_BAIRRO_IES,NU_CEP_IES,QT_TEC_TOTAL,QT_TEC_FUNDAMENTAL_INCOMP_FEM,QT_TEC_FUNDAMENTAL_INCOMP_MASC,QT_TEC_FUNDAMENTAL_COMP_FEM,QT_TEC_FUNDAMENTAL_COMP_MASC,QT_TEC_MEDIO_FEM,QT_TEC_MEDIO_MASC,QT_TEC_SUPERIOR_FEM,QT_TEC_SUPERIOR_MASC,QT_TEC_ESPECIALIZACAO_FEM,QT_TEC_ESPECIALIZACAO_MASC,QT_TEC_MESTRADO_FEM,QT_TEC_MESTRADO_MASC,QT_TEC_DOUTORADO_FEM,QT_TEC_DOUTORADO_MASC,IN_ACESSO_PORTAL_CAPES,IN_ACESSO_OUTRAS_BASES,IN_ASSINA_OUTRA_BASE,IN_REPOSITORIO_INSTITUCIONAL,IN_BUSCA_INTEGRADA,IN_SERVICO_INTERNET,IN_PARTICIPA_REDE_SOCIAL,IN_CATALOGO_ONLINE,QT_PERIODICO_ELETRONICO,QT_LIVRO_ELETRONICO,QT_DOC_TOTAL,QT_DOC_EXE,QT_DOC_EX_FEMI,QT_DOC_EX_MASC,QT_DOC_EX_SEM_GRAD,QT_DOC_EX_GRAD,QT_DOC_EX_ESP,QT_DOC_EX_MEST,QT_DOC_EX_DOUT,QT_DOC_EX_INT,QT_DOC_EX_INT_DE,QT_DOC_EX_INT_SEM_DE,QT_DOC_EX_PARC,QT_DOC_EX_HOR,QT_DOC_EX_0_29,QT_DOC_EX_30_34,QT_DOC_EX_35_39,QT_DOC_EX_40_44,QT_DOC_EX_45_49,QT_DOC_EX_50_54,QT_DOC_EX_55_59,QT_DOC_EX_60_MAIS,QT_DOC_EX_BRANCA,QT_DOC_EX_PRETA,QT_DOC_EX_PARDA,QT_DOC_EX_AMARELA,QT_DOC_EX_INDIGENA,QT_DOC_EX_COR_ND,QT_DOC_EX_BRA,QT_DOC_EX_EST,QT_DOC_EX_COM_DEFICIENCIA
2023,Sudeste,3,São Paulo,SP,35,Andradina,3502101,0,Araçatuba,3,Andradina,16,3,2,5,0,0,FUNDACAO EDUCACIONAL DE ANDRADINA,82,1623,FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA,FCAA,Rua Amazonas,571,-,Sttela Maris,16901160.0,6,0,0,0,0,1,2,2,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,38,0,24,24,12,12,0,0,4,9,11,3,1,2,8,13,1,5,2,2,7,3,0,4,24,0,0,0,0,0,24,0,0
2023,Norte,1,Roraima,RR,14,Boa Vista,1400100,1,Norte de Roraima,1,Boa Vista,1,2,2,4,0,0,SOCIEDADE EDUCACIONAL ATUAL DA AMAZONIA LTDA,1122,1702,CENTRO UNIVERSITÁRIO ESTÁCIO DA AMAZÔNIA,ESTÁCIO AMAZÔNIA,Rua Jornalista Humberto Silva,308,-,União,69313792.0,148,0,0,0,0,8,13,17,13,26,25,23,14,5,4,0,0,1,1,1,1,0,1,36000,25000,162,162,88,74,0,0,57,61,44,61,0,61,41,60,10,22,27,29,32,20,11,11,44,3,25,1,0,89,162,0,2
2023,Nordeste,2,Pernambuco,PE,26,Petrolina,2611101,0,São Francisco Pernambucano,2,Petrolina,5,3,1,7,0,0,AUTARQUIA EDUCACIONAL DO VALE DO SAO FRANCISCO,460,692,FACULDADE DE PETROLINA,FACAPE,Campus Universitário,S/N,-,VILA EDUARDO,56328903.0,36,0,0,2,5,1,4,3,1,12,7,1,0,0,0,0,0,1,1,1,1,1,1,0,0,186,144,53,91,0,0,71,49,24,61,0,61,83,0,13,15,18,27,16,21,22,12,51,5,62,3,1,22,144,0,3
2023,Sudeste,3,Minas Gerais,MG,31,Lavras,3138203,0,Campo das Vertentes,11,Lavras,57,3,2,5,0,0,INSTITUTO PRESBITERIANO GAMMON,569,825,FACULDADE PRESBITERIANA GAMMON,FAGAMMON,Praça Praça Doutor Augusto Silva,616,-,Centro,37200154.0,8,0,0,0,0,4,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,172,15321,70,57,27,30,0,0,6,41,10,4,0,4,8,45,4,10,12,8,11,3,5,4,38,1,12,0,0,6,57,0,0
2023,Sul,4,Paraná,PR,41,Maringá,4115200,0,Norte Central Paranaense,3,Maringá,9,3,2,5,0,0,CENTRO DE ENSINO SUPERIOR DO PARANA - CESPAR,754,1079,FACULDADE MARINGÁ,CESPAR,Avenida Prudente de Moraes,815,-,ZONA 07,87010020.0,16,0,0,0,0,3,1,3,5,1,1,0,1,0,1,0,0,1,1,0,1,0,1,2175,2600,43,33,10,23,0,0,4,22,7,2,0,2,21,10,1,2,1,4,9,8,4,4,32,1,0,0,0,0,33,0,0
2023,Sudeste,3,São Paulo,SP,35,Pereira Barreto,3537404,0,Araçatuba,3,Andradina,16,3,2,5,0,0,ASSOCIACAO DE ENSINO E CULTURA URUBUPUNGA AECU,178,1266,FACULDADES INTEGRADAS URUBUPUNGÁ,FIU,Avenida Coronel Jonas Alves de Mello,1.660,Térreo,Centro,15370000.0,16,0,0,0,1,2,1,5,2,3,2,0,0,0,0,1,0,1,1,1,1,1,1,130,3000,40,39,22,17,0,0,15,18,6,7,0,7,32,0,1,3,7,10,7,6,2,3,31,3,4,1,0,0,39,0,0
2023,Sudeste,3,São Paulo,SP,35,Guaratinguetá,3518404,0,Vale do Paraíba Paulista,13,Guaratinguetá,51,3,2,5,0,0,UNIESP S.A,16134,493,FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ,FACEG,AVENIDA PEDRO DE TOLEDO,195,PAVIMENTO INFERIOR,VILA PARAÍBA,12515690.0,4,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,22203,13336,4,4,3,1,0,0,0,1,3,1,0,1,3,0,0,0,1,2,0,1,0,0,3,1,0,0,0,0,4,0,0
2023,Nordeste,2,Ceará,CE,23,Fortaleza,2304400,1,Metropolitana de Fortaleza,3,Fortaleza,16,2,2,4,0,0,YDUQS EDUCACIONAL LTDA.,1174,1772,Centro Universitário Fanor Wyden,UniFanor Wyden,Rua Antonio Gomes Guimarães,150,DUNAS - CE,Dunas,60191195.0,269,2,1,2,6,25,32,24,33,39,19,41,20,12,13,0,0,1,1,0,1,1,1,36000,25000,164,164,96,68,0,0,19,90,55,63,0,63,42,59,4,37,47,40,20,9,5,2,38,6,36,0,0,84,164,0,3
2023,Norte,1,Amazonas,AM,13,Manaus,1302603,1,Centro Amazonense,3,Manaus,7,3,2,5,0,0,FUCAPI FUND CENTRO DE ANALISE PESQ E INOV TECNOLOGICA,732,1049,INSTITUTO DE ENSINO SUPERIOR FUCAPI,CESF,Avenida Governador Danilo de Matos Areosa,381,-,Distrito Industrial,69075351.0,42,0,0,0,0,17,7,6,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,318,0,57,57,13,44,0,0,30,22,5,0,0,0,13,44,8,12,6,9,5,8,4,5,6,2,49,0,0,0,55,2,0
2023,Sudeste,3,Minas Gerais,MG,31,Belo Horizonte,3106200,1,Metropolitana de Belo Horizonte,7,Belo Horizonte,30,3,2,4,0,0,CESMIG - CENTRO DE ENSINO SUPERIOR MINAS GERAIS LTDA - ME,1136,1720,FACULDADE MINAS GERAIS,FAMIG,Avenida do Contorno,10185,- de 9697 a 10195 - lado ímpar,Barro Preto,30110067.0,39,0,2,0,0,8,8,10,6,1,1,2,0,0,1,0,0,1,1,1,1,1,1,125,8000,42,42,20,22,0,0,3,25,14,7,1,6,11,24,0,5,6,11,9,7,4,0,28,1,6,0,0,7,42,0,0
2023,Sudeste,3,Minas Gerais,MG,31,Santa Rita do Sapucaí,3159605,0,Sul/Sudoeste de Minas,10,Santa Rita do Sapucaí,53,3,2,5,0,0,FUNDACAO EDUCANDARIO SANTARRITENSE,122,166,"FAI - CENTRO DE ENSINO SUPERIOR EM GESTÃO, TECNOLOGIA E EDUCAÇÃO",,Av. Antonio de Cássia,472,-,Jardim Santo Antonio,37540000.0,35,3,4,1,1,7,1,2,10,1,2,2,1,0,0,0,0,0,1,1,1,1,1,2,15357,57,57,28,29,0,0,12,33,12,8,0,8,22,27,2,1,9,9,9,9,4,14,46,1,4,0,0,6,57,0,0
2023,Sudeste,3,Minas Gerais,MG,31,São João del Rei,3162500,0,Campo das Vertentes,11,São João Del Rei,58,1,1,1,0,0,UNIVERSIDADE FEDERAL DE SAO JOAO DEL-REI,81,107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Praça Frei Orlando,170,-,Centro,36307352.0,493,0,1,1,4,5,14,19,44,125,107,77,66,15,15,1,0,0,0,1,1,1,1,0,13456,961,928,397,531,0,5,47,103,773,915,807,108,13,0,4,47,125,212,200,144,109,87,64,4,13,1,1,845,909,19,1
2023,Sudeste,3,São Paulo,SP,35,São Paulo,3550308,1,Metropolitana de São Paulo,15,São Paulo,61,3,2,4,0,0,UNIAO BANDEIRANTE DE EDUCACAO E CULTURA S.A.,17362,1838,FACULDADES INTEGRADAS RIO BRANCO,FRB,Rua Maria Cândida,1813,Maria Cândida,Vila Guilherme,2071013.0,14,0,0,0,0,2,2,1,1,5,3,0,0,0,0,0,0,0,0,1,1,0,0,4000,11000,12,12,3,9,0,0,1,6,5,3,0,3,9,0,0,1,3,1,0,1,4,2,10,0,2,0,0,0,12,0,0
