NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
210059974475,2023,9,F,1,3,1,1,3,1,,0,,,,,,,,3106200,Belo Horizonte,31,MG,1,1,1,1,1222.0,1191.0,1201.0,1212.0,452.4,533.5,509.0,355.6,ECBCEABCCBBBCCCCDDCEC.BCCBAACEEDCBDEECECEEECE,CDBBACADADBEABDECADAAECECAAEBCACBBBAEEEACBDDB,ABEDAAAECEDBCDBBAEDCAAAEEDBCCABBBCACCAAECBAAB,CEDB.EDB.CDCACACCADCC.ECBACCCCCBE.CDACEBBEACB,1,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1.0,80.0,120.0,120.0,100.0,20.0,440.0,H,H,B,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
210059246989,2023,11,F,1,3,1,1,10,1,,0,,,,,,,,2108207,Pedreiras,21,MA,1,1,1,1,1223.0,1194.0,1203.0,1213.0,530.0,607.3,574.2,474.5,CBDCAACECEDDCCBDBCDACCECEECDBADACCBEBCAEBECEC,ABCDCBDACDAEAADDDADBDACEDBBEBCCBEECEBADCDAADE,BAAAEEABBCBBAACACAEDDCBAACCBEDDDCDADBEEDDEC..,EBDDEADBDEDBCDBBACBDDCBCDEDDABBCACDBDEEAABDDB,1,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1.0,100.0,120.0,120.0,120.0,100.0,560.0,E,E,B,A,6,B,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,C,A,A,A
210058573848,2023,5,F,1,1,1,1,3,1,,0,,,,,,,,2101400,Balsas,21,MA,1,1,1,1,1223.0,1194.0,1203.0,1213.0,605.0,621.7,553.5,627.9,CEDAEEBEEDDBBEDEDACBCAEBECAECAAEBCDABCDDEECCD,ABCDCACBCDAECCEECABDDAEADACEBADBCECEBADCDAEDE,CBBBAEAECBBEACCABABEBAABACEEEDEAACDBBEEDDECCA,EBDBEBDACDDECACCCBADDDEECEDBEECBACBDDCEEACDCA,0,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1.0,120.0,120.0,120.0,100.0,100.0,560.0,C,C,A,B,5,B,A,C,C,A,B,B,B,A,A,A,A,A,B,A,A,D,A,C,B
210059959486,2023,3,F,1,1,1,2,0,2,1.0,0,2904605.0,Brumado,29.0,BA,1.0,1.0,1.0,2904605,Brumado,29,BA,1,1,1,1,1224.0,1192.0,1202.0,1214.0,447.9,568.2,560.8,639.0,CEBDECCDEDBDDCECEEACCBDBCCBCEBCBCECDABACDEDEB,DDAADEADCDCDBDCEBCEACAAEABAAEBABDCDCEABDDABCD,DABAACBEAEDBACBBADABBAECAAADEBBEDBBDABCDCDCAD,EABAADDEBDDAABDBAABBDBBCCCDECCACBDEDDDDABACAC,0,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1.0,160.0,180.0,160.0,180.0,160.0,840.0,C,C,C,A,4,B,A,B,C,B,A,B,B,A,A,B,A,A,B,A,A,C,A,B,B
210058573824,2023,4,M,1,2,1,1,1,1,,0,,,,,,,,2304202,Crato,23,CE,1,1,1,1,1224.0,1192.0,1202.0,1214.0,595.7,662.9,616.3,589.5,CDDBBEABDEBEEEDCEBCEACDDDABCADCCCBACDEACCEACE,DBAAEEADCDCABABEEDEBCEEEAECEBAACECDAECBDAAECD,BCBAACAEEEBDDCBDACAAAAACAAAEDBBBDBCCADDDEDDAC,EBCABADEAEAEEACABCCBEDABDCEECDBEBDEABCDBBCDDA,0,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1.0,160.0,200.0,160.0,200.0,160.0,880.0,E,E,A,B,4,A,A,C,E,B,A,B,A,B,A,A,A,A,C,A,A,D,A,C,B
210059982324,2023,4,M,1,2,1,1,2,1,,0,,,,,,,,2927408,Salvador,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,E,B,B,3,C,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,D,A,B,B
210059388101,2023,4,F,1,1,1,1,2,1,,0,,,,,,,,3106200,Belo Horizonte,31,MG,1,1,1,1,1223.0,1194.0,1203.0,1213.0,534.8,601.9,554.1,643.6,CDAABACECBCBCCEECBBEACCEECCCBBCAEAEAADCEBEEEC,ABCDCADACDAEEEACCABCDBDAAEAEBEDBCEEDDADCDAADE,CDBBADABCBBECAEACBCDDCBCABCAEDCDBEACDCEDBACBC,EDDDCDDBCDDACCBDEABDCDBBCDDEAEBDDBCCDCBBDDCDE,0,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1.0,160.0,180.0,140.0,200.0,200.0,880.0,E,D,C,B,2,B,A,B,C,A,A,B,B,B,A,B,A,B,B,A,A,C,A,B,B
210059974478,2023,14,F,1,1,1,1,17,1,,0,,,,,,,,2917508,Jacobina,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,C,C,A,3,D,A,B,C,B,B,B,A,B,A,A,A,B,C,A,A,C,A,B,B
210059974500,2023,4,F,1,1,1,1,2,1,,0,,,,,,,,2608909,Limoeiro,26,PE,0,1,1,0,,1193.0,1204.0,,,411.6,467.0,,,CAEEEBAEACDBCEACCDEAEBCEACBBDECABEDDCBACAEACA,BABEEDBCDEDDBDACBADDBDCBCBBEADEBAAEDCDDDCCBED,,0,,ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE,DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED,,1.0,120.0,120.0,120.0,80.0,40.0,480.0,E,E,F,F,4,C,A,B,D,A,A,B,A,A,A,A,A,A,A,B,A,C,A,A,B
210059540806,2023,7,F,1,1,1,1,4,1,,0,,,,,,,,1501402,Belém,15,PA,1,1,1,1,1222.0,1191.0,1201.0,1212.0,402.4,549.8,578.8,504.6,DEEBEDBAADBBDCDDCECEDCCDBADDCCBBBBACEDCAAEBBA,CABEBAAEAACCCADECBDDABCDCABADCCACDABCABDCCEDE,BCDCBDACAEECCBBBDDDCACBEEBACDAAABCBADACBBEAAB,BDDAABCECCDBCBDADDCBDDABCECADDEECCDBDEADADCEC,0,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1.0,140.0,180.0,140.0,140.0,120.0,720.0,E,E,B,B,3,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,B,D,A,A,B
210058073316,2023,9,F,1,3,1,1,0,1,,0,,,,,,,,3304557,Rio de Janeiro,33,RJ,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,E,F,B,4,G,A,B,C,B,A,B,B,B,A,B,A,A,C,A,B,E,A,A,B
210060214097,2023,7,F,1,1,1,1,3,1,,0,,,,,,,,4315602,Rio Grande,43,RS,1,1,1,1,1224.0,1192.0,1202.0,1214.0,484.6,577.3,539.5,545.1,DECDDCBDCEBABDDECDEEABCBEDEBEECDCECABAECDACEE,DAAADEEDCDBABDBEEBCBDEEBADCADDACECEDDBBDAABCD,BDAEACBEABDBACBCACCABCECAAABDEBEDBEEBEADEABAC,EDCACDDEDACCCCDEDBDEDBCDABACCCDEADBDCEEDCDBDA,1,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1.0,140.0,120.0,120.0,140.0,160.0,680.0,E,F,C,C,5,D,A,B,D,B,A,B,A,B,A,B,A,A,C,A,B,A,A,A,B
210060373843,2023,7,M,1,1,1,1,5,1,,0,,,,,,,,3515509,Fernandópolis,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,C,B,B,4,B,A,B,C,A,A,B,A,B,B,B,A,A,B,A,A,D,A,A,B
210059246991,2023,6,F,1,3,1,1,2,1,,0,,,,,,,,2926608,Ribeira do Pombal,29,BA,1,1,1,1,1223.0,1194.0,1203.0,1213.0,423.8,532.6,513.5,512.2,AEECAACCEDABCEDCAADAEBAAADBECBAACEBBEBEDBDBBD,ABCDCBDECDADBCDBAEDCDBDACBACDEABBADCDADCBCBDE,BAADEAADCEEEBADAADEBCCCCABCACECDCEBBBEDECECCA,EDDBEDEBCEDCDCCAAACDDDDCCDABABCCBBCEEEBDDDBDC,1,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1.0,120.0,120.0,100.0,120.0,100.0,560.0,B,E,C,A,3,B,A,B,D,A,A,B,A,A,A,A,A,A,B,A,B,C,A,A,B
210060376432,2023,7,F,2,3,1,1,4,1,,0,,,,,,,,3304557,Rio de Janeiro,33,RJ,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,E,B,B,5,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
210059982333,2023,3,M,1,3,1,2,0,2,1.0,0,5300108.0,Brasília,53.0,DF,2.0,1.0,1.0,5300108,Brasília,53,DF,1,1,1,1,1222.0,1191.0,1201.0,1212.0,631.6,629.9,610.1,583.1,EEDAACDECEBDCBCCCEEBEAEBCDDEEDDCDBEEBDBEBCABC,DDAEAAABCAAEAADECBDAABCDCEBBDCDEADACBADBEBDDC,BCDABDECEEDAECBADADEDCCEBBACEBBAACACCABBBDAAE,DDCCDBCBDCDCEBEACECDBEDDBCADCBECCCDDBEEBADCEE,0,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1.0,140.0,200.0,120.0,120.0,140.0,720.0,G,G,C,B,4,J,A,C,D,C,A,B,A,B,A,B,A,A,B,A,A,E,A,D,B
210060811458,2023,3,F,1,1,1,2,0,2,1.0,0,,,,,,,,3304557,Rio de Janeiro,33,RJ,1,1,1,1,1222.0,1191.0,1201.0,1212.0,448.0,529.5,574.6,511.4,EEDEEDBEDEDBADBDDCADDEBDCDDCDEEACBDEEBDEBBEBA,CAAACAABAACAAADEAEBAAECDBCBCBCAEEEAEBCDACEDCC,BBAABAACACDCBBBADDDCDCEEBBACEACBCDACCAEEEEEAE,BCACCAEBDCCCDECBCCCBAADCBDADBBBCAEDEDEBBADBED,0,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1.0,120.0,160.0,120.0,120.0,100.0,620.0,C,E,B,B,4,B,A,B,B,A,B,B,B,B,A,B,A,A,B,A,A,B,A,A,A
210058073305,2023,7,M,1,2,1,1,5,1,,0,,,,,,,,3103405,Araçuaí,31,MG,1,1,1,1,1224.0,1192.0,1202.0,1214.0,517.6,518.7,441.0,511.2,BDBBDACDCEBEECAAEDEEEBCEDCBBDADDDCCDDACAEDEEA,DBBADECDCBBDBEECDCBECEEDACADBADCDCAEDCABBABCD,CCBEAEBBEDEBECDBDBCBBAECAEADCCBBDBDEABCBDECAD,ECCADADEBBBACBEDEABABCCCCCBCBACCDDCBADEBDBBAD,0,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1.0,140.0,200.0,140.0,160.0,120.0,760.0,C,D,C,B,4,C,A,B,C,B,B,B,A,A,A,B,A,A,B,A,A,E,A,B,B
210059868181,2023,11,M,1,3,1,1,10,1,,0,,,,,,,,2308708,Morada Nova,23,CE,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,E,A,D,2,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
210059085138,2023,11,M,1,1,1,1,9,1,,0,,,,,,,,5205109,Catalão,52,GO,1,1,1,1,1224.0,1192.0,1202.0,1214.0,514.0,554.9,391.5,391.6,BCBBECBADDBEECBDEAACAACBBABADABDCEAEAAEDDCEAE,DACADECDCADABEBBBBAEEAAECECEABAEECDCDCBBAABCD,CEACBCCEAEDEACBCBBBCCCDDDDBBBAABCBAAABBCCBBBE,EDCACEDBEADBCDBDAECBDAAAEABAADBABEDACDEDACCCA,1,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1.0,120.0,180.0,100.0,120.0,80.0,600.0,B,D,A,B,2,C,B,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
210060801599,2023,3,M,1,3,1,1,1,1,,0,,,,,,,,2108702,Pio XII,21,MA,1,1,1,1,1224.0,1192.0,1202.0,1214.0,567.4,608.3,551.1,528.4,CBABCADBCDBEAEDEEDBBAACDDDADCCACEEDAABAEDDCEE,DBAADEBDCBCABABCDCCBCAAADCDABBAAECCAECBBAABCD,CBAEACBEBEDECEBBADAABDACBDAEDBEEBACCCBCDADDCC,BABBDEDDEEADACCADCBBADCAECCCCCBCADCBCCDABCDDE,1,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1.0,160.0,160.0,160.0,180.0,180.0,840.0,B,F,A,A,4,A,A,B,C,A,B,B,A,A,A,A,B,A,B,A,A,B,A,A,B
210060376447,2023,4,F,1,1,1,1,0,1,,0,,,,,,,,2107506,Paço do Lumiar,21,MA,1,1,1,1,1224.0,1192.0,1202.0,1214.0,487.9,470.5,479.3,346.3,EACACEEDEDBDCEAEACEBEACDBCEABEDBCDDCBBEADCEEE,EAAEDECDCAEEBDEEADBEDEEDCACDEBEBDCEBEDDCAABBA,DEAECDBEABACACEAACBEBACBAEAAAEBCBBEABADDCBDCE,CDCCADDADDBEACABCECDBEABDCADADCAADCACBDCCEBDA,1,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1.0,120.0,120.0,100.0,100.0,80.0,520.0,H,C,F,B,5,B,D,B,C,A,A,B,B,A,A,A,A,A,A,A,A,D,A,A,A
